,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
66927,Haryana,GURGAON,2003,Rabi       ,Wheat,125675.0,450000.0,3.580664412174259
66934,Haryana,GURGAON,2004,Kharif     ,Arhar/Tur,886.0,900.0,1.0158013544018059
66935,Haryana,GURGAON,2004,Kharif     ,Bajra,51843.0,67000.0,1.2923634820515788
66937,Haryana,GURGAON,2004,Kharif     ,Groundnut,324.0,200.0,0.6172839506172839
66938,Haryana,GURGAON,2004,Kharif     ,Jowar,10648.0,3000.0,0.28174305033809166
66941,Haryana,GURGAON,2004,Kharif     ,Rice,6252.0,18000.0,2.8790786948176583
66942,Haryana,GURGAON,2004,Kharif     ,Sesamum,806.0,200.0,0.24813895781637718
66944,Haryana,GURGAON,2004,Rabi       ,Barley,1883.0,4000.0,2.1242697822623473
66945,Haryana,GURGAON,2004,Rabi       ,Gram,1013.0,1000.0,0.9871668311944719
66946,Haryana,GURGAON,2004,Rabi       ,Masoor,864.0,400.0,0.46296296296296297
66947,Haryana,GURGAON,2004,Rabi       ,Rapeseed &Mustard,63692.0,74000.0,1.1618413615524712
66948,Haryana,GURGAON,2004,Rabi       ,Wheat,115478.0,407000.0,3.524480853495904
66954,Haryana,GURGAON,2005,Kharif     ,Arhar/Tur,568.0,400.0,0.704225352112676
66955,Haryana,GURGAON,2005,Kharif     ,Bajra,32566.0,35000.0,1.0747405269299268
66957,Haryana,GURGAON,2005,Kharif     ,Groundnut,310.0,200.0,0.6451612903225806
66958,Haryana,GURGAON,2005,Kharif     ,Jowar,1627.0,1000.0,0.6146281499692686
66961,Haryana,GURGAON,2005,Kharif     ,Rice,2197.0,6000.0,2.7309968138370504
66962,Haryana,GURGAON,2005,Kharif     ,Sesamum,336.0,100.0,0.2976190476190476
66963,Haryana,GURGAON,2005,Rabi       ,Barley,1826.0,6000.0,3.285870755750274
66965,Haryana,GURGAON,2005,Rabi       ,Rapeseed &Mustard,23713.0,30000.0,1.2651288322860879
66966,Haryana,GURGAON,2005,Rabi       ,Wheat,47637.0,168000.0,3.526670445242144
66967,Haryana,GURGAON,2005,Whole Year ,Dry chillies,103.0,100.0,0.970873786407767
66972,Haryana,GURGAON,2006,Kharif     ,Arhar/Tur,446.0,300.0,0.672645739910314
66973,Haryana,GURGAON,2006,Kharif     ,Bajra,32795.0,60000.0,1.8295471870712
66976,Haryana,GURGAON,2006,Kharif     ,Jowar,1500.0,1000.0,0.6666666666666666
66979,Haryana,GURGAON,2006,Kharif     ,Rice,2322.0,6000.0,2.5839793281653747
66980,Haryana,GURGAON,2006,Kharif     ,Sesamum,471.0,100.0,0.21231422505307856
66981,Haryana,GURGAON,2006,Rabi       ,Barley,1898.0,5000.0,2.6343519494204424
66983,Haryana,GURGAON,2006,Rabi       ,Rapeseed &Mustard,19566.0,24000.0,1.226617601962588
66984,Haryana,GURGAON,2006,Rabi       ,Wheat,52464.0,206000.0,3.9265019823116805
66990,Haryana,GURGAON,2007,Kharif     ,Arhar/Tur,520.0,500.0,0.9615384615384616
66991,Haryana,GURGAON,2007,Kharif     ,Bajra,33654.0,62000.0,1.842277292446663
66993,Haryana,GURGAON,2007,Kharif     ,Groundnut,214.0,100.0,0.4672897196261682
66994,Haryana,GURGAON,2007,Kharif     ,Jowar,1107.0,500.0,0.45167118337850043
66997,Haryana,GURGAON,2007,Kharif     ,Rice,2615.0,10000.0,3.8240917782026767
66998,Haryana,GURGAON,2007,Kharif     ,Sesamum,229.0,100.0,0.4366812227074236
66999,Haryana,GURGAON,2007,Rabi       ,Barley,1274.0,3000.0,2.3547880690737832
67001,Haryana,GURGAON,2007,Rabi       ,Rapeseed &Mustard,15575.0,20000.0,1.2841091492776886
67002,Haryana,GURGAON,2007,Rabi       ,Wheat,51105.0,200000.0,3.913511398101947
67006,Haryana,GURGAON,2008,Kharif     ,Arhar/Tur,709.0,700.0,0.9873060648801129
67007,Haryana,GURGAON,2008,Kharif     ,Bajra,33671.0,67000.0,1.9898428915090136
67010,Haryana,GURGAON,2008,Kharif     ,Jowar,1247.0,1000.0,0.8019246190858059
67013,Haryana,GURGAON,2008,Kharif     ,Rice,3457.0,8000.0,2.3141452126120914
67014,Haryana,GURGAON,2008,Kharif     ,Sesamum,654.0,300.0,0.45871559633027525
67015,Haryana,GURGAON,2008,Rabi       ,Barley,2363.0,7000.0,2.9623360135421075
67017,Haryana,GURGAON,2008,Rabi       ,Rapeseed &Mustard,13930.0,27000.0,1.9382627422828427
67018,Haryana,GURGAON,2008,Rabi       ,Wheat,48807.0,207000.0,4.241194910566107
67021,Haryana,GURGAON,2009,Kharif     ,Arhar/Tur,510.0,500.0,0.9803921568627451
67022,Haryana,GURGAON,2009,Kharif     ,Bajra,34217.0,63000.0,1.8411900517286728
67025,Haryana,GURGAON,2009,Kharif     ,Jowar,1123.0,10.0,0.008904719501335707
67028,Haryana,GURGAON,2009,Kharif     ,Rice,4425.0,14000.0,3.1638418079096047
67029,Haryana,GURGAON,2009,Kharif     ,Sesamum,649.0,300.0,0.4622496147919877
67030,Haryana,GURGAON,2009,Rabi       ,Barley,1676.0,8000.0,4.77326968973747
67032,Haryana,GURGAON,2009,Rabi       ,Wheat,51610.0,227000.0,4.398372408447975
67037,Haryana,GURGAON,2010,Kharif     ,Arhar/Tur,885.0,800.0,0.903954802259887
67038,Haryana,GURGAON,2010,Kharif     ,Bajra,34026.0,65000.0,1.9103038852642098
67041,Haryana,GURGAON,2010,Kharif     ,Jowar,733.0,1000.0,1.364256480218281
67044,Haryana,GURGAON,2010,Kharif     ,Rice,5151.0,14000.0,2.7179188507086
67045,Haryana,GURGAON,2010,Kharif     ,Sesamum,353.0,100.0,0.28328611898017
67046,Haryana,GURGAON,2010,Rabi       ,Barley,1277.0,4000.0,3.1323414252153485
67050,Haryana,GURGAON,2010,Rabi       ,Rapeseed &Mustard,12250.0,22000.0,1.7959183673469388
67051,Haryana,GURGAON,2010,Rabi       ,Wheat,50833.0,240000.0,4.721342435032361
67058,Haryana,GURGAON,2011,Kharif     ,Arhar/Tur,320.0,300.0,0.9375
67059,Haryana,GURGAON,2011,Kharif     ,Bajra,31450.0,71000.0,2.257551669316375
67061,Haryana,GURGAON,2011,Kharif     ,Jowar,1154.0,1000.0,0.8665511265164645
67063,Haryana,GURGAON,2011,Kharif     ,Rice,4803.0,15000.0,3.1230480949406623
67064,Haryana,GURGAON,2011,Kharif     ,Sesamum,190.0,100.0,0.5263157894736842
67065,Haryana,GURGAON,2011,Rabi       ,Barley,1818.0,9000.0,4.9504950495049505
67066,Haryana,GURGAON,2011,Rabi       ,Rapeseed &Mustard,12505.0,24000.0,1.919232307077169
67067,Haryana,GURGAON,2011,Rabi       ,Wheat,52388.0,258000.0,4.924791937084828
67072,Haryana,GURGAON,2012,Kharif     ,Arhar/Tur,679.0,764.0,1.1251840942562592
67073,Haryana,GURGAON,2012,Kharif     ,Bajra,30488.0,69000.0,2.2631855156127
67075,Haryana,GURGAON,2012,Kharif     ,Groundnut,8.0,7.0,0.875
67076,Haryana,GURGAON,2012,Kharif     ,Jowar,687.0,500.0,0.727802037845706
67077,Haryana,GURGAON,2012,Kharif     ,Moong(Green Gram),4.0,2.0,0.5
67078,Haryana,GURGAON,2012,Kharif     ,Rice,4452.0,13000.0,2.9200359389038635
67079,Haryana,GURGAON,2012,Kharif     ,Sesamum,371.0,156.0,0.42048517520215634
67080,Haryana,GURGAON,2012,Rabi       ,Barley,2101.0,9000.0,4.283674440742503
67081,Haryana,GURGAON,2012,Rabi       ,Rapeseed &Mustard,14186.0,28000.0,1.973776963203158
67082,Haryana,GURGAON,2012,Rabi       ,Wheat,44667.0,205000.0,4.589517988671727
67086,Haryana,HISAR,1997,Kharif     ,Bajra,62000.0,109000.0,1.7580645161290323
67087,Haryana,HISAR,1997,Kharif     ,Gram,59000.0,45000.0,0.7627118644067796
67089,Haryana,HISAR,1997,Kharif     ,Rice,22000.0,64000.0,2.909090909090909
67090,Haryana,HISAR,1997,Rabi       ,Barley,5000.0,13000.0,2.6
67092,Haryana,HISAR,1997,Rabi       ,Wheat,158000.0,654000.0,4.139240506329114
67093,Haryana,HISAR,1997,Whole Year ,Cotton(lint),160000.0,301000.0,1.88125
67095,Haryana,HISAR,1998,Kharif     ,Arhar/Tur,196.0,200.0,1.0204081632653061
67096,Haryana,HISAR,1998,Kharif     ,Bajra,64581.0,90000.0,1.393598736470479
67097,Haryana,HISAR,1998,Kharif     ,Cotton(lint),140103.0,207000.0,1.477484422175114
67100,Haryana,HISAR,1998,Kharif     ,Moong(Green Gram),9129.0,2700.0,0.29576076240552085
67101,Haryana,HISAR,1998,Kharif     ,Rice,43409.0,97000.0,2.2345596535280703
67102,Haryana,HISAR,1998,Kharif     ,Sesamum,144.0,100.0,0.6944444444444444
67103,Haryana,HISAR,1998,Rabi       ,Barley,4707.0,15000.0,3.186743148502231
67104,Haryana,HISAR,1998,Rabi       ,Gram,60341.0,52000.0,0.8617689464874629
67105,Haryana,HISAR,1998,Rabi       ,Peas & beans (Pulses),409.0,500.0,1.2224938875305624
67106,Haryana,HISAR,1998,Rabi       ,Rapeseed &Mustard,62691.0,60000.0,0.9570751782552519
67107,Haryana,HISAR,1998,Rabi       ,Wheat,170265.0,676000.0,3.970281619827915
67108,Haryana,HISAR,1998,Whole Year ,Dry chillies,233.0,100.0,0.4291845493562232
67114,Haryana,HISAR,1999,Kharif     ,Arhar/Tur,101.0,100.0,0.9900990099009901
67115,Haryana,HISAR,1999,Kharif     ,Bajra,59657.0,91000.0,1.5253867945086075
67116,Haryana,HISAR,1999,Kharif     ,Cotton(lint),135389.0,350000.0,2.585143549328232
67120,Haryana,HISAR,1999,Kharif     ,Moong(Green Gram),3977.0,1000.0,0.25144581342720645
67121,Haryana,HISAR,1999,Kharif     ,Rice,44552.0,107000.0,2.4016879152451067
67123,Haryana,HISAR,1999,Rabi       ,Barley,4437.0,13000.0,2.929907595221997
67124,Haryana,HISAR,1999,Rabi       ,Gram,10902.0,7000.0,0.642084021280499
67126,Haryana,HISAR,1999,Rabi       ,Peas & beans (Pulses),109.0,100.0,0.9174311926605505
67127,Haryana,HISAR,1999,Rabi       ,Rapeseed &Mustard,41596.0,55000.0,1.32224252331955
67128,Haryana,HISAR,1999,Rabi       ,Wheat,192301.0,854000.0,4.440954545218173
67129,Haryana,HISAR,1999,Whole Year ,Dry chillies,443.0,500.0,1.1286681715575622
67133,Haryana,HISAR,2000,Kharif     ,Arhar/Tur,69.0,100.0,1.4492753623188406
67134,Haryana,HISAR,2000,Kharif     ,Bajra,57995.0,74000.0,1.2759720665574619
67135,Haryana,HISAR,2000,Kharif     ,Cotton(lint),141906.0,349000.0,2.4593745155243614
67139,Haryana,HISAR,2000,Kharif     ,Moong(Green Gram),1984.0,600.0,0.3024193548387097
67140,Haryana,HISAR,2000,Kharif     ,Rice,33285.0,63000.0,1.8927444794952681
67141,Haryana,HISAR,2000,Kharif     ,Sesamum,123.0,100.0,0.8130081300813008
67142,Haryana,HISAR,2000,Kharif     ,Urad,107.0,100.0,0.9345794392523364
67143,Haryana,HISAR,2000,Rabi       ,Barley,5871.0,19000.0,3.236245954692557
67144,Haryana,HISAR,2000,Rabi       ,Gram,5125.0,3000.0,0.5853658536585366
67146,Haryana,HISAR,2000,Rabi       ,Rapeseed &Mustard,33038.0,46000.0,1.392336097826745
67147,Haryana,HISAR,2000,Rabi       ,Wheat,206996.0,887000.0,4.285106958588572
67148,Haryana,HISAR,2000,Whole Year ,Dry chillies,234.0,200.0,0.8547008547008547
67152,Haryana,HISAR,2001,Kharif     ,Arhar/Tur,139.0,100.0,0.7194244604316546
67153,Haryana,HISAR,2001,Kharif     ,Bajra,63528.0,96000.0,1.511144692104269
67154,Haryana,HISAR,2001,Kharif     ,Cotton(lint),166958.0,175000.0,1.0481678026809138
67157,Haryana,HISAR,2001,Kharif     ,Moong(Green Gram),6826.0,1800.0,0.2636976267213595
67159,Haryana,HISAR,2001,Kharif     ,Rice,20353.0,37000.0,1.8179138210583206
67160,Haryana,HISAR,2001,Kharif     ,Sesamum,377.0,200.0,0.5305039787798409
67161,Haryana,HISAR,2001,Rabi       ,Barley,4058.0,11000.0,2.7106949236076887
67162,Haryana,HISAR,2001,Rabi       ,Gram,16519.0,15000.0,0.9080452811913554
67163,Haryana,HISAR,2001,Rabi       ,Peas & beans (Pulses),128.0,200.0,1.5625
67164,Haryana,HISAR,2001,Rabi       ,Rapeseed &Mustard,50712.0,84000.0,1.656412683388547
67165,Haryana,HISAR,2001,Rabi       ,Wheat,197445.0,824000.0,4.173314087467396
67166,Haryana,HISAR,2001,Whole Year ,Dry chillies,444.0,500.0,1.1261261261261262
67171,Haryana,HISAR,2002,Kharif     ,Arhar/Tur,186.0,200.0,1.075268817204301
67172,Haryana,HISAR,2002,Kharif     ,Bajra,70559.0,88000.0,1.2471832083788035
67173,Haryana,HISAR,2002,Kharif     ,Cotton(lint),142580.0,330000.0,2.314490110814981
67174,Haryana,HISAR,2002,Kharif     ,Groundnut,311.0,300.0,0.9646302250803859
67177,Haryana,HISAR,2002,Kharif     ,Moong(Green Gram),4745.0,1200.0,0.2528977871443625
67179,Haryana,HISAR,2002,Kharif     ,Rice,21328.0,41000.0,1.9223555888972244
67180,Haryana,HISAR,2002,Kharif     ,Sesamum,900.0,600.0,0.6666666666666666
67182,Haryana,HISAR,2002,Rabi       ,Barley,3667.0,11000.0,2.9997272975184073
67183,Haryana,HISAR,2002,Rabi       ,Gram,5140.0,4000.0,0.7782101167315175
67185,Haryana,HISAR,2002,Rabi       ,Rapeseed &Mustard,60263.0,72000.0,1.194762955710801
67187,Haryana,HISAR,2002,Rabi       ,Wheat,194904.0,792000.0,4.063538973032878
67193,Haryana,HISAR,2003,Kharif     ,Arhar/Tur,98.0,100.0,1.0204081632653061
67194,Haryana,HISAR,2003,Kharif     ,Bajra,72261.0,13300.0,0.18405502276470018
67195,Haryana,HISAR,2003,Kharif     ,Cotton(lint),141674.0,354000.0,2.498694185242176
67196,Haryana,HISAR,2003,Kharif     ,Groundnut,60.0,100.0,1.6666666666666667
67199,Haryana,HISAR,2003,Kharif     ,Moong(Green Gram),11534.0,2300.0,0.19941043870296515
67201,Haryana,HISAR,2003,Kharif     ,Rice,27931.0,68000.0,2.4345709068776626
67202,Haryana,HISAR,2003,Kharif     ,Sesamum,349.0,200.0,0.5730659025787965
67204,Haryana,HISAR,2003,Rabi       ,Barley,4655.0,15000.0,3.2223415682062297
67205,Haryana,HISAR,2003,Rabi       ,Gram,16449.0,13000.0,0.7903216000972704
67208,Haryana,HISAR,2003,Rabi       ,Rapeseed &Mustard,64785.0,99000.0,1.5281315119240564
67209,Haryana,HISAR,2003,Rabi       ,Wheat,199934.0,827000.0,4.136365000450149
67210,Haryana,HISAR,2003,Whole Year ,Dry chillies,276.0,300.0,1.0869565217391304
67216,Haryana,HISAR,2004,Kharif     ,Arhar/Tur,68.0,100.0,1.4705882352941178
67217,Haryana,HISAR,2004,Kharif     ,Bajra,61907.0,102000.0,1.6476327394317283
67218,Haryana,HISAR,2004,Kharif     ,Cotton(lint),153627.0,461000.0,3.0007746034225753
67219,Haryana,HISAR,2004,Kharif     ,Groundnut,67.0,100.0,1.492537313432836
67222,Haryana,HISAR,2004,Kharif     ,Moong(Green Gram),8324.0,3300.0,0.3964440172993753
67224,Haryana,HISAR,2004,Kharif     ,Rice,28281.0,63000.0,2.2276440012729393
67225,Haryana,HISAR,2004,Kharif     ,Sesamum,306.0,200.0,0.6535947712418301
67227,Haryana,HISAR,2004,Rabi       ,Barley,3771.0,11000.0,2.916998143728454
67228,Haryana,HISAR,2004,Rabi       ,Gram,17824.0,14000.0,0.7854578096947935
67230,Haryana,HISAR,2004,Rabi       ,Rapeseed &Mustard,71211.0,81000.0,1.137464717529595
67231,Haryana,HISAR,2004,Rabi       ,Wheat,202436.0,841000.0,4.154399415123792
67238,Haryana,HISAR,2005,Kharif     ,Bajra,58411.0,102000.0,1.7462464261868484
67239,Haryana,HISAR,2005,Kharif     ,Cotton(lint),146956.0,315000.0,2.143498734315033
67240,Haryana,HISAR,2005,Kharif     ,Groundnut,190.0,200.0,1.0526315789473684
67243,Haryana,HISAR,2005,Kharif     ,Moong(Green Gram),7503.0,3200.0,0.4264960682393709
67245,Haryana,HISAR,2005,Kharif     ,Rice,35448.0,87000.0,2.4542992552471223
67246,Haryana,HISAR,2005,Kharif     ,Sesamum,448.0,200.0,0.44642857142857145
67247,Haryana,HISAR,2005,Kharif     ,Urad,233.0,100.0,0.4291845493562232
67248,Haryana,HISAR,2005,Rabi       ,Barley,4287.0,12000.0,2.7991602519244227
67249,Haryana,HISAR,2005,Rabi       ,Gram,23125.0,13000.0,0.5621621621621622
67250,Haryana,HISAR,2005,Rabi       ,Masoor,91.0,100.0,1.098901098901099
67251,Haryana,HISAR,2005,Rabi       ,Peas & beans (Pulses),115.0,100.0,0.8695652173913043
67252,Haryana,HISAR,2005,Rabi       ,Rapeseed &Mustard,73633.0,59100.0,0.802629255904282
67253,Haryana,HISAR,2005,Rabi       ,Wheat,203205.0,752000.0,3.7006963411333382
67254,Haryana,HISAR,2005,Whole Year ,Dry chillies,378.0,300.0,0.7936507936507936
67259,Haryana,HISAR,2006,Kharif     ,Bajra,63855.0,147000.0,2.3020906741836975
67261,Haryana,HISAR,2006,Kharif     ,Cotton(lint),129660.0,396000.0,3.054141601110597
67262,Haryana,HISAR,2006,Kharif     ,Groundnut,193.0,200.0,1.0362694300518134
67266,Haryana,HISAR,2006,Kharif     ,Moong(Green Gram),10704.0,4500.0,0.4204035874439462
67268,Haryana,HISAR,2006,Kharif     ,Rice,35283.0,94000.0,2.664172547685854
67269,Haryana,HISAR,2006,Kharif     ,Sesamum,439.0,200.0,0.45558086560364464
67270,Haryana,HISAR,2006,Kharif     ,Urad,202.0,100.0,0.49504950495049505
67271,Haryana,HISAR,2006,Rabi       ,Barley,6362.0,21000.0,3.3008487896887773
67272,Haryana,HISAR,2006,Rabi       ,Gram,14869.0,12000.0,0.8070482211312126
67273,Haryana,HISAR,2006,Rabi       ,Peas & beans (Pulses),129.0,200.0,1.550387596899225
67274,Haryana,HISAR,2006,Rabi       ,Rapeseed &Mustard,57792.0,87000.0,1.5053986710963456
67275,Haryana,HISAR,2006,Rabi       ,Wheat,212007.0,931000.0,4.39136443607994
67276,Haryana,HISAR,2006,Whole Year ,Dry chillies,575.0,500.0,0.8695652173913043
67281,Haryana,HISAR,2007,Kharif     ,Arhar/Tur,43.0,100.0,2.3255813953488373
67282,Haryana,HISAR,2007,Kharif     ,Bajra,62986.0,146000.0,2.3179754231098975
67284,Haryana,HISAR,2007,Kharif     ,Cotton(lint),118126.0,466000.0,3.944940148654826
67285,Haryana,HISAR,2007,Kharif     ,Groundnut,162.0,100.0,0.6172839506172839
67287,Haryana,HISAR,2007,Kharif     ,Moong(Green Gram),10405.0,4500.0,0.4324843825084094
67289,Haryana,HISAR,2007,Kharif     ,Rice,37626.0,99000.0,2.631159304736087
67290,Haryana,HISAR,2007,Kharif     ,Sesamum,325.0,200.0,0.6153846153846154
67291,Haryana,HISAR,2007,Kharif     ,Urad,158.0,100.0,0.6329113924050633
67292,Haryana,HISAR,2007,Rabi       ,Barley,7308.0,20000.0,2.736726874657909
67293,Haryana,HISAR,2007,Rabi       ,Gram,11736.0,7000.0,0.5964553510565781
67294,Haryana,HISAR,2007,Rabi       ,Masoor,35.0,100.0,2.857142857142857
67296,Haryana,HISAR,2007,Rabi       ,Rapeseed &Mustard,46058.0,51000.0,1.107299491944939
67297,Haryana,HISAR,2007,Rabi       ,Wheat,227049.0,890000.0,3.919858708913054
67298,Haryana,HISAR,2007,Whole Year ,Dry chillies,497.0,4900.0,9.859154929577464
67302,Haryana,HISAR,2008,Kharif     ,Arhar/Tur,128.0,100.0,0.78125
67303,Haryana,HISAR,2008,Kharif     ,Bajra,60159.0,134000.0,2.2274306421316843
67305,Haryana,HISAR,2008,Kharif     ,Cotton(lint),112152.0,468000.0,4.172908196019687
67306,Haryana,HISAR,2008,Kharif     ,Groundnut,416.0,400.0,0.9615384615384616
67308,Haryana,HISAR,2008,Kharif     ,Moong(Green Gram),7385.0,3300.0,0.44685172647257954
67310,Haryana,HISAR,2008,Kharif     ,Rice,48567.0,132000.0,2.717894866884922
67311,Haryana,HISAR,2008,Kharif     ,Sesamum,419.0,200.0,0.477326968973747
67312,Haryana,HISAR,2008,Kharif     ,Urad,182.0,100.0,0.5494505494505495
67313,Haryana,HISAR,2008,Rabi       ,Barley,9366.0,32000.0,3.416613282084134
67314,Haryana,HISAR,2008,Rabi       ,Gram,21414.0,18000.0,0.8405715886803026
67316,Haryana,HISAR,2008,Rabi       ,Peas & beans (Pulses),61.0,100.0,1.639344262295082
67317,Haryana,HISAR,2008,Rabi       ,Rapeseed &Mustard,51289.0,90200.0,1.7586617013394685
67318,Haryana,HISAR,2008,Rabi       ,Wheat,223118.0,1077000.0,4.827042192920338
67324,Haryana,HISAR,2009,Kharif     ,Bajra,45706.0,92000.0,2.012864831750755
67326,Haryana,HISAR,2009,Kharif     ,Cotton(lint),132751.0,477000.0,3.593193271613773
67327,Haryana,HISAR,2009,Kharif     ,Groundnut,452.0,500.0,1.1061946902654867
67329,Haryana,HISAR,2009,Kharif     ,Moong(Green Gram),10022.0,4300.0,0.4290560766314109
67331,Haryana,HISAR,2009,Kharif     ,Rice,43250.0,94000.0,2.1734104046242773
67332,Haryana,HISAR,2009,Kharif     ,Sesamum,226.0,200.0,0.8849557522123894
67334,Haryana,HISAR,2009,Rabi       ,Barley,6968.0,22000.0,3.1572904707233067
67335,Haryana,HISAR,2009,Rabi       ,Gram,10579.0,7000.0,0.6616882503072125
67337,Haryana,HISAR,2009,Rabi       ,Peas & beans (Pulses),50.0,100.0,2.0
67338,Haryana,HISAR,2009,Rabi       ,Wheat,225178.0,931000.0,4.134506923411701
67339,Haryana,HISAR,2009,Whole Year ,Dry chillies,319.0,700.0,2.19435736677116
67342,Haryana,HISAR,2010,Kharif     ,Arhar/Tur,361.0,400.0,1.10803324099723
67343,Haryana,HISAR,2010,Kharif     ,Bajra,56801.0,127000.0,2.235876128941392
67345,Haryana,HISAR,2010,Kharif     ,Cotton(lint),124277.0,431000.0,3.4680592547293547
67346,Haryana,HISAR,2010,Kharif     ,Groundnut,392.0,400.0,1.0204081632653061
67348,Haryana,HISAR,2010,Kharif     ,Moong(Green Gram),15379.0,7100.0,0.4616685090057871
67351,Haryana,HISAR,2010,Kharif     ,Rice,44733.0,113000.0,2.5260993002928487
67352,Haryana,HISAR,2010,Kharif     ,Sesamum,305.0,200.0,0.6557377049180327
67354,Haryana,HISAR,2010,Rabi       ,Barley,5675.0,22000.0,3.8766519823788546
67355,Haryana,HISAR,2010,Rabi       ,Gram,19090.0,17000.0,0.8905185961236249
67357,Haryana,HISAR,2010,Rabi       ,Rapeseed &Mustard,70207.0,141000.0,2.0083467460509636
67358,Haryana,HISAR,2010,Rabi       ,Wheat,221814.0,1026000.0,4.625497038058914
67363,Haryana,HISAR,2011,Kharif     ,Arhar/Tur,68.0,100.0,1.4705882352941178
67364,Haryana,HISAR,2011,Kharif     ,Bajra,44941.0,99000.0,2.20288823123651
67366,Haryana,HISAR,2011,Kharif     ,Cotton(lint),153514.0,667000.0,4.344880597209375
67367,Haryana,HISAR,2011,Kharif     ,Groundnut,189.0,200.0,1.0582010582010581
67369,Haryana,HISAR,2011,Kharif     ,Moong(Green Gram),9804.0,4600.0,0.46919624643002855
67371,Haryana,HISAR,2011,Kharif     ,Rice,42921.0,111000.0,2.586146641504159
67372,Haryana,HISAR,2011,Kharif     ,Sesamum,141.0,100.0,0.7092198581560284
67374,Haryana,HISAR,2011,Rabi       ,Barley,4350.0,15000.0,3.4482758620689653
67375,Haryana,HISAR,2011,Rabi       ,Gram,14044.0,12000.0,0.854457419538593
67377,Haryana,HISAR,2011,Rabi       ,Rapeseed &Mustard,59725.0,102000.0,1.7078275429049812
67378,Haryana,HISAR,2011,Rabi       ,Wheat,237072.0,1208000.0,5.095498413983937
67381,Haryana,HISAR,2012,Kharif     ,Arhar/Tur,8.0,8.0,1.0
67382,Haryana,HISAR,2012,Kharif     ,Bajra,28423.0,60000.0,2.1109664708158884
67384,Haryana,HISAR,2012,Kharif     ,Cotton(lint),145604.0,528000.0,3.6262740034614436
67385,Haryana,HISAR,2012,Kharif     ,Groundnut,169.0,202.0,1.1952662721893492
67387,Haryana,HISAR,2012,Kharif     ,Moong(Green Gram),5376.0,2546.0,0.47358630952380953
67388,Haryana,HISAR,2012,Kharif     ,Rice,42070.0,102000.0,2.424530544330877
67389,Haryana,HISAR,2012,Kharif     ,Sesamum,63.0,35.0,0.5555555555555556
67390,Haryana,HISAR,2012,Rabi       ,Barley,6292.0,19000.0,3.019707565162111
67391,Haryana,HISAR,2012,Rabi       ,Gram,5758.0,5000.0,0.868357068426537
67392,Haryana,HISAR,2012,Rabi       ,Rapeseed &Mustard,61966.0,102800.0,1.6589742762159894
67393,Haryana,HISAR,2012,Rabi       ,Wheat,231555.0,987000.0,4.262486234371964
67394,Haryana,HISAR,2012,Whole Year ,Dry chillies,288.0,2400.0,8.333333333333334
67399,Haryana,JHAJJAR,1997,Kharif     ,Bajra,29000.0,33000.0,1.1379310344827587
67400,Haryana,JHAJJAR,1997,Kharif     ,Jowar,30000.0,5000.0,0.16666666666666666
67402,Haryana,JHAJJAR,1997,Kharif     ,Rice,8000.0,13000.0,1.625
67403,Haryana,JHAJJAR,1997,Rabi       ,Barley,3000.0,8000.0,2.6666666666666665
67404,Haryana,JHAJJAR,1997,Rabi       ,Gram,10000.0,6000.0,0.6
67406,Haryana,JHAJJAR,1997,Rabi       ,Wheat,90000.0,337000.0,3.7444444444444445
67407,Haryana,JHAJJAR,1997,Whole Year ,Cotton(lint),2000.0,3000.0,1.5
67409,Haryana,JHAJJAR,1998,Kharif     ,Arhar/Tur,2106.0,1700.0,0.8072174738841406
67410,Haryana,JHAJJAR,1998,Kharif     ,Bajra,36402.0,37000.0,1.016427668809406
67411,Haryana,JHAJJAR,1998,Kharif     ,Cotton(lint),2339.0,3000.0,1.2825994014536126
67413,Haryana,JHAJJAR,1998,Kharif     ,Jowar,35738.0,8000.0,0.22385136269517042
67416,Haryana,JHAJJAR,1998,Kharif     ,Rice,19923.0,38000.0,1.9073432715956433
67419,Haryana,JHAJJAR,1998,Rabi       ,Barley,1916.0,6000.0,3.1315240083507305
67420,Haryana,JHAJJAR,1998,Rabi       ,Gram,8080.0,7000.0,0.8663366336633663
67421,Haryana,JHAJJAR,1998,Rabi       ,Peas & beans (Pulses),173.0,100.0,0.5780346820809249
67422,Haryana,JHAJJAR,1998,Rabi       ,Rapeseed &Mustard,31054.0,38000.0,1.223674888903201
67423,Haryana,JHAJJAR,1998,Rabi       ,Wheat,98100.0,356000.0,3.6289500509683994
67428,Haryana,JHAJJAR,1999,Kharif     ,Arhar/Tur,1967.0,1200.0,0.6100660904931368
67429,Haryana,JHAJJAR,1999,Kharif     ,Bajra,25982.0,14000.0,0.5388345777846201
67430,Haryana,JHAJJAR,1999,Kharif     ,Cotton(lint),1094.0,1000.0,0.9140767824497258
67431,Haryana,JHAJJAR,1999,Kharif     ,Groundnut,138.0,100.0,0.7246376811594203
67432,Haryana,JHAJJAR,1999,Kharif     ,Jowar,26997.0,5000.0,0.18520576360336333
67434,Haryana,JHAJJAR,1999,Kharif     ,Rice,15097.0,14000.0,0.9273365569318408
67436,Haryana,JHAJJAR,1999,Rabi       ,Barley,3243.0,10000.0,3.0835646006783843
67437,Haryana,JHAJJAR,1999,Rabi       ,Gram,4495.0,2000.0,0.44493882091212456
