,State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,P/A
69970,Haryana,REWARI,1998,Kharif     ,Arhar/Tur,417.0,200.0,0.47961630695443647
69971,Haryana,REWARI,1998,Kharif     ,Bajra,54879.0,60000.0,1.0933143825507023
69972,Haryana,REWARI,1998,Kharif     ,Cotton(lint),2523.0,3000.0,1.1890606420927468
69977,Haryana,REWARI,1998,Kharif     ,Rice,723.0,2000.0,2.7662517289073305
69978,Haryana,REWARI,1998,Kharif     ,Sesamum,212.0,100.0,0.4716981132075472
69979,Haryana,REWARI,1998,Rabi       ,Barley,1822.0,6000.0,3.293084522502744
69980,Haryana,REWARI,1998,Rabi       ,Gram,4623.0,2000.0,0.4326195111399524
69981,Haryana,REWARI,1998,Rabi       ,Rapeseed &Mustard,59157.0,87000.0,1.4706628125158476
69982,Haryana,REWARI,1998,Rabi       ,Wheat,51579.0,203000.0,3.935710269683398
69989,Haryana,REWARI,1999,Kharif     ,Arhar/Tur,277.0,100.0,0.36101083032490977
69990,Haryana,REWARI,1999,Kharif     ,Bajra,54299.0,56000.0,1.0313265437669201
69991,Haryana,REWARI,1999,Kharif     ,Cotton(lint),2364.0,3000.0,1.2690355329949239
69993,Haryana,REWARI,1999,Kharif     ,Jowar,1662.0,1000.0,0.601684717208183
69997,Haryana,REWARI,1999,Kharif     ,Rice,1132.0,2000.0,1.7667844522968197
69999,Haryana,REWARI,1999,Rabi       ,Barley,1674.0,7000.0,4.181600955794504
70000,Haryana,REWARI,1999,Rabi       ,Gram,2108.0,2000.0,0.9487666034155597
70002,Haryana,REWARI,1999,Rabi       ,Rapeseed &Mustard,60114.0,89000.0,1.4805203446784443
70003,Haryana,REWARI,1999,Rabi       ,Wheat,53873.0,216000.0,4.009429584392924
70009,Haryana,REWARI,2000,Kharif     ,Bajra,54421.0,59000.0,1.0841403134819279
70010,Haryana,REWARI,2000,Kharif     ,Cotton(lint),1628.0,5000.0,3.0712530712530715
70012,Haryana,REWARI,2000,Kharif     ,Jowar,1168.0,600.0,0.5136986301369864
70014,Haryana,REWARI,2000,Kharif     ,Rice,705.0,3000.0,4.25531914893617
70016,Haryana,REWARI,2000,Rabi       ,Barley,4443.0,15000.0,3.37609723160027
70017,Haryana,REWARI,2000,Rabi       ,Gram,894.0,1000.0,1.1185682326621924
70018,Haryana,REWARI,2000,Rabi       ,Rapeseed &Mustard,54452.0,97000.0,1.7813854403878646
70019,Haryana,REWARI,2000,Rabi       ,Wheat,54781.0,228000.0,4.1620269801573535
70027,Haryana,REWARI,2001,Kharif     ,Bajra,58775.0,91000.0,1.548277328796257
70028,Haryana,REWARI,2001,Kharif     ,Cotton(lint),1777.0,3000.0,1.6882386043894204
70032,Haryana,REWARI,2001,Kharif     ,Rice,686.0,3000.0,4.373177842565598
70033,Haryana,REWARI,2001,Kharif     ,Sesamum,463.0,100.0,0.2159827213822894
70035,Haryana,REWARI,2001,Rabi       ,Barley,1416.0,3000.0,2.1186440677966103
70036,Haryana,REWARI,2001,Rabi       ,Gram,1052.0,1000.0,0.9505703422053232
70038,Haryana,REWARI,2001,Rabi       ,Rapeseed &Mustard,66726.0,113000.0,1.6934927914156401
70039,Haryana,REWARI,2001,Rabi       ,Wheat,51182.0,210000.0,4.103004962682193
70047,Haryana,REWARI,2002,Kharif     ,Bajra,38030.0,26000.0,0.6836707862214042
70048,Haryana,REWARI,2002,Kharif     ,Cotton(lint),2103.0,3000.0,1.4265335235378032
70055,Haryana,REWARI,2002,Kharif     ,Sesamum,657.0,100.0,0.15220700152207
70056,Haryana,REWARI,2002,Rabi       ,Barley,1878.0,6000.0,3.194888178913738
70058,Haryana,REWARI,2002,Rabi       ,Rapeseed &Mustard,65696.0,86000.0,1.3090599123234292
70059,Haryana,REWARI,2002,Rabi       ,Wheat,46344.0,180000.0,3.883997928534438
70067,Haryana,REWARI,2003,Kharif     ,Arhar/Tur,54.0,100.0,1.8518518518518519
70068,Haryana,REWARI,2003,Kharif     ,Bajra,60559.0,101000.0,1.6677950428507737
70069,Haryana,REWARI,2003,Kharif     ,Cotton(lint),4318.0,12000.0,2.7790643816581753
70070,Haryana,REWARI,2003,Kharif     ,Groundnut,160.0,100.0,0.625
70071,Haryana,REWARI,2003,Kharif     ,Jowar,2008.0,1000.0,0.49800796812749004
70074,Haryana,REWARI,2003,Kharif     ,Rice,621.0,3000.0,4.830917874396135
70076,Haryana,REWARI,2003,Rabi       ,Barley,1248.0,3000.0,2.4038461538461537
70077,Haryana,REWARI,2003,Rabi       ,Gram,1396.0,1000.0,0.7163323782234957
70078,Haryana,REWARI,2003,Rabi       ,Rapeseed &Mustard,65199.0,114000.0,1.7484930750471632
70080,Haryana,REWARI,2003,Rabi       ,Wheat,49404.0,197000.0,3.9875313739778155
70088,Haryana,REWARI,2004,Kharif     ,Arhar/Tur,122.0,100.0,0.819672131147541
70089,Haryana,REWARI,2004,Kharif     ,Bajra,50379.0,78000.0,1.5482641576847496
70090,Haryana,REWARI,2004,Kharif     ,Cotton(lint),7794.0,27000.0,3.464203233256351
70091,Haryana,REWARI,2004,Kharif     ,Groundnut,328.0,200.0,0.6097560975609756
70095,Haryana,REWARI,2004,Kharif     ,Rice,475.0,3000.0,6.315789473684211
70097,Haryana,REWARI,2004,Rabi       ,Gram,208.0,1000.0,4.8076923076923075
70099,Haryana,REWARI,2004,Rabi       ,Rapeseed &Mustard,71466.0,100000.0,1.3992667842050766
70100,Haryana,REWARI,2004,Rabi       ,Wheat,44854.0,186000.0,4.1467873545280245
70101,Haryana,REWARI,2004,Whole Year ,Dry chillies,20.0,100.0,5.0
70106,Haryana,REWARI,2005,Kharif     ,Arhar/Tur,167.0,200.0,1.1976047904191616
70107,Haryana,REWARI,2005,Kharif     ,Bajra,55350.0,48000.0,0.8672086720867209
70108,Haryana,REWARI,2005,Kharif     ,Cotton(lint),5934.0,12000.0,2.0222446916076846
70109,Haryana,REWARI,2005,Kharif     ,Groundnut,224.0,100.0,0.44642857142857145
70110,Haryana,REWARI,2005,Kharif     ,Jowar,1665.0,1000.0,0.6006006006006006
70113,Haryana,REWARI,2005,Kharif     ,Rice,621.0,3000.0,4.830917874396135
70114,Haryana,REWARI,2005,Kharif     ,Sesamum,329.0,100.0,0.303951367781155
70115,Haryana,REWARI,2005,Rabi       ,Barley,769.0,3000.0,3.9011703511053315
70117,Haryana,REWARI,2005,Rabi       ,Rapeseed &Mustard,74727.0,114100.0,1.5268912173645404
70118,Haryana,REWARI,2005,Rabi       ,Wheat,41050.0,172000.0,4.190012180267966
70119,Haryana,REWARI,2005,Whole Year ,Dry chillies,59.0,100.0,1.694915254237288
70124,Haryana,REWARI,2006,Kharif     ,Arhar/Tur,163.0,200.0,1.2269938650306749
70125,Haryana,REWARI,2006,Kharif     ,Bajra,57639.0,82000.0,1.4226478599559327
70126,Haryana,REWARI,2006,Kharif     ,Cotton(lint),2886.0,6000.0,2.079002079002079
70127,Haryana,REWARI,2006,Kharif     ,Groundnut,131.0,100.0,0.7633587786259542
70128,Haryana,REWARI,2006,Kharif     ,Jowar,2010.0,1000.0,0.4975124378109453
70130,Haryana,REWARI,2006,Kharif     ,Rice,788.0,3000.0,3.8071065989847717
70132,Haryana,REWARI,2006,Rabi       ,Barley,1799.0,6000.0,3.3351862145636466
70135,Haryana,REWARI,2006,Rabi       ,Rapeseed &Mustard,65854.0,96000.0,1.457770218969235
70136,Haryana,REWARI,2006,Rabi       ,Wheat,51682.0,207000.0,4.005262954220038
70142,Haryana,REWARI,2007,Kharif     ,Arhar/Tur,178.0,200.0,1.1235955056179776
70143,Haryana,REWARI,2007,Kharif     ,Bajra,64060.0,101000.0,1.5766468935373088
70144,Haryana,REWARI,2007,Kharif     ,Cotton(lint),1302.0,3000.0,2.304147465437788
70145,Haryana,REWARI,2007,Kharif     ,Groundnut,82.0,100.0,1.2195121951219512
70146,Haryana,REWARI,2007,Kharif     ,Jowar,771.0,500.0,0.648508430609598
70148,Haryana,REWARI,2007,Kharif     ,Rice,820.0,3000.0,3.658536585365854
70150,Haryana,REWARI,2007,Rabi       ,Barley,1254.0,3000.0,2.3923444976076556
70153,Haryana,REWARI,2007,Rabi       ,Rapeseed &Mustard,64048.0,104000.0,1.623782163377467
70154,Haryana,REWARI,2007,Rabi       ,Wheat,50899.0,205000.0,4.027584038979155
70159,Haryana,REWARI,2008,Kharif     ,Arhar/Tur,171.0,100.0,0.5847953216374269
70160,Haryana,REWARI,2008,Kharif     ,Bajra,62545.0,121000.0,1.9346070829003117
70161,Haryana,REWARI,2008,Kharif     ,Cotton(lint),1019.0,2000.0,1.9627085377821394
70163,Haryana,REWARI,2008,Kharif     ,Jowar,484.0,1000.0,2.0661157024793386
70167,Haryana,REWARI,2008,Kharif     ,Rice,2066.0,5000.0,2.420135527589545
70169,Haryana,REWARI,2008,Rabi       ,Barley,2109.0,7000.0,3.319108582266477
70171,Haryana,REWARI,2008,Rabi       ,Peas & beans (Pulses),224.0,100.0,0.44642857142857145
70172,Haryana,REWARI,2008,Rabi       ,Rapeseed &Mustard,65887.0,131000.0,1.9882526143245254
70173,Haryana,REWARI,2008,Rabi       ,Wheat,45797.0,208000.0,4.541782212808699
70178,Haryana,REWARI,2009,Kharif     ,Arhar/Tur,71.0,100.0,1.408450704225352
70179,Haryana,REWARI,2009,Kharif     ,Bajra,58603.0,97000.0,1.6552053649130591
70180,Haryana,REWARI,2009,Kharif     ,Cotton(lint),594.0,1000.0,1.6835016835016836
70181,Haryana,REWARI,2009,Kharif     ,Groundnut,78.0,100.0,1.2820512820512822
70186,Haryana,REWARI,2009,Kharif     ,Rice,2079.0,5000.0,2.405002405002405
70187,Haryana,REWARI,2009,Kharif     ,Sesamum,182.0,100.0,0.5494505494505495
70188,Haryana,REWARI,2009,Rabi       ,Barley,1682.0,7000.0,4.161712247324614
70190,Haryana,REWARI,2009,Rabi       ,Peas & beans (Pulses),489.0,300.0,0.6134969325153374
70191,Haryana,REWARI,2009,Rabi       ,Wheat,48607.0,220000.0,4.526097064208859
70195,Haryana,REWARI,2010,Kharif     ,Arhar/Tur,464.0,400.0,0.8620689655172413
70196,Haryana,REWARI,2010,Kharif     ,Bajra,66706.0,126000.0,1.8888855575210626
70198,Haryana,REWARI,2010,Kharif     ,Cotton(lint),478.0,3000.0,6.2761506276150625
70200,Haryana,REWARI,2010,Kharif     ,Jowar,980.0,1000.0,1.0204081632653061
70202,Haryana,REWARI,2010,Kharif     ,Rice,2746.0,8000.0,2.9133284777858703
70203,Haryana,REWARI,2010,Kharif     ,Sesamum,256.0,100.0,0.390625
70205,Haryana,REWARI,2010,Rabi       ,Barley,1310.0,4000.0,3.053435114503817
70207,Haryana,REWARI,2010,Rabi       ,Peas & beans (Pulses),1612.0,800.0,0.49627791563275436
70208,Haryana,REWARI,2010,Rabi       ,Rapeseed &Mustard,62452.0,125000.0,2.001537180554666
70209,Haryana,REWARI,2010,Rabi       ,Wheat,50513.0,243000.0,4.810642804822521
70212,Haryana,REWARI,2011,Kharif     ,Arhar/Tur,377.0,400.0,1.0610079575596818
70213,Haryana,REWARI,2011,Kharif     ,Bajra,62758.0,147000.0,2.342330858217279
70215,Haryana,REWARI,2011,Kharif     ,Cotton(lint),1074.0,2000.0,1.86219739292365
70216,Haryana,REWARI,2011,Kharif     ,Groundnut,121.0,100.0,0.8264462809917356
70217,Haryana,REWARI,2011,Kharif     ,Jowar,921.0,1000.0,1.0857763300760044
70220,Haryana,REWARI,2011,Kharif     ,Rice,3298.0,9000.0,2.72892662219527
70222,Haryana,REWARI,2011,Kharif     ,Sesamum,251.0,100.0,0.398406374501992
70223,Haryana,REWARI,2011,Rabi       ,Barley,1865.0,8000.0,4.289544235924933
70225,Haryana,REWARI,2011,Rabi       ,Peas & beans (Pulses),328.0,200.0,0.6097560975609756
70226,Haryana,REWARI,2011,Rabi       ,Rapeseed &Mustard,64314.0,118000.0,1.8347482663183754
70227,Haryana,REWARI,2011,Rabi       ,Wheat,48291.0,240000.0,4.969870162142014
70232,Haryana,REWARI,2012,Kharif     ,Arhar/Tur,183.0,178.0,0.9726775956284153
70233,Haryana,REWARI,2012,Kharif     ,Bajra,49474.0,98000.0,1.9808384201802967
70234,Haryana,REWARI,2012,Kharif     ,Cotton(lint),1788.0,6000.0,3.3557046979865772
70235,Haryana,REWARI,2012,Kharif     ,Groundnut,46.0,51.0,1.108695652173913
70237,Haryana,REWARI,2012,Kharif     ,Moong(Green Gram),8.0,4.0,0.5
70238,Haryana,REWARI,2012,Kharif     ,Rice,2008.0,7000.0,3.4860557768924303
70239,Haryana,REWARI,2012,Kharif     ,Sesamum,205.0,81.0,0.3951219512195122
70240,Haryana,REWARI,2012,Rabi       ,Barley,1805.0,7000.0,3.8781163434903045
70242,Haryana,REWARI,2012,Rabi       ,Rapeseed &Mustard,67309.0,145000.0,2.154243860404998
70243,Haryana,REWARI,2012,Rabi       ,Wheat,44652.0,222000.0,4.971781779091642
70248,Haryana,ROHTAK,1997,Kharif     ,Bajra,19000.0,22000.0,1.1578947368421053
70249,Haryana,ROHTAK,1997,Kharif     ,Jowar,28000.0,6000.0,0.21428571428571427
70251,Haryana,ROHTAK,1997,Kharif     ,Rice,16000.0,29000.0,1.8125
70252,Haryana,ROHTAK,1997,Rabi       ,Barley,1000.0,1000.0,1.0
70253,Haryana,ROHTAK,1997,Rabi       ,Gram,7000.0,5000.0,0.7142857142857143
70255,Haryana,ROHTAK,1997,Rabi       ,Wheat,74000.0,245000.0,3.310810810810811
70256,Haryana,ROHTAK,1997,Whole Year ,Cotton(lint),6000.0,5000.0,0.8333333333333334
70259,Haryana,ROHTAK,1998,Kharif     ,Bajra,18761.0,21000.0,1.1193433185864292
70260,Haryana,ROHTAK,1998,Kharif     ,Cotton(lint),13312.0,16000.0,1.2019230769230769
70261,Haryana,ROHTAK,1998,Kharif     ,Jowar,28054.0,6000.0,0.21387324445711842
70265,Haryana,ROHTAK,1998,Kharif     ,Rice,27522.0,53000.0,1.9257321415594797
70268,Haryana,ROHTAK,1998,Rabi       ,Barley,1653.0,4000.0,2.4198427102238353
70269,Haryana,ROHTAK,1998,Rabi       ,Gram,5252.0,3000.0,0.5712109672505712
70272,Haryana,ROHTAK,1998,Rabi       ,Rapeseed &Mustard,11765.0,12000.0,1.019974500637484
70273,Haryana,ROHTAK,1998,Rabi       ,Wheat,86345.0,327000.0,3.787133012913313
70281,Haryana,ROHTAK,1999,Kharif     ,Bajra,16938.0,14000.0,0.8265438658637383
70282,Haryana,ROHTAK,1999,Kharif     ,Cotton(lint),11525.0,21000.0,1.822125813449024
70283,Haryana,ROHTAK,1999,Kharif     ,Jowar,25259.0,5000.0,0.19794924581337345
70284,Haryana,ROHTAK,1999,Kharif     ,Maize,814.0,2000.0,2.457002457002457
70287,Haryana,ROHTAK,1999,Kharif     ,Rice,28515.0,26000.0,0.9118008065930212
70289,Haryana,ROHTAK,1999,Rabi       ,Barley,1722.0,2000.0,1.1614401858304297
70290,Haryana,ROHTAK,1999,Rabi       ,Gram,2672.0,2000.0,0.7485029940119761
70293,Haryana,ROHTAK,1999,Rabi       ,Rapeseed &Mustard,10182.0,10000.0,0.9821253191907288
70294,Haryana,ROHTAK,1999,Rabi       ,Wheat,92025.0,363000.0,3.9445802770986145
70299,Haryana,ROHTAK,2000,Kharif     ,Arhar/Tur,3775.0,2400.0,0.6357615894039735
70300,Haryana,ROHTAK,2000,Kharif     ,Bajra,17439.0,27000.0,1.5482539136418372
70301,Haryana,ROHTAK,2000,Kharif     ,Cotton(lint),12825.0,15000.0,1.1695906432748537
70302,Haryana,ROHTAK,2000,Kharif     ,Jowar,25421.0,5800.0,0.22815782227292397
70305,Haryana,ROHTAK,2000,Kharif     ,Rice,23863.0,36000.0,1.5086116582156477
70307,Haryana,ROHTAK,2000,Rabi       ,Barley,1955.0,5000.0,2.557544757033248
70308,Haryana,ROHTAK,2000,Rabi       ,Gram,2393.0,2000.0,0.8357709987463435
70310,Haryana,ROHTAK,2000,Rabi       ,Rapeseed &Mustard,10856.0,14000.0,1.2896094325718497
70311,Haryana,ROHTAK,2000,Rabi       ,Wheat,91678.0,352000.0,3.83952529505443
70318,Haryana,ROHTAK,2001,Kharif     ,Arhar/Tur,5528.0,3800.0,0.6874095513748191
70319,Haryana,ROHTAK,2001,Kharif     ,Bajra,17245.0,22000.0,1.2757320962597853
70320,Haryana,ROHTAK,2001,Kharif     ,Cotton(lint),13729.0,10000.0,0.7283851700779372
70322,Haryana,ROHTAK,2001,Kharif     ,Jowar,25814.0,5000.0,0.19369334469667623
70325,Haryana,ROHTAK,2001,Kharif     ,Rice,20034.0,27000.0,1.3477088948787062
70328,Haryana,ROHTAK,2001,Rabi       ,Barley,1918.0,6000.0,3.1282586027111576
70329,Haryana,ROHTAK,2001,Rabi       ,Gram,2631.0,2000.0,0.7601672367920943
70330,Haryana,ROHTAK,2001,Rabi       ,Masoor,1400.0,1000.0,0.7142857142857143
70332,Haryana,ROHTAK,2001,Rabi       ,Rapeseed &Mustard,14167.0,21000.0,1.4823180631043975
70333,Haryana,ROHTAK,2001,Rabi       ,Wheat,91826.0,353000.0,3.8442271252150806
70338,Haryana,ROHTAK,2002,Kharif     ,Arhar/Tur,12701.0,800.0,0.06298716636485316
70339,Haryana,ROHTAK,2002,Kharif     ,Bajra,15455.0,15000.0,0.9705596894208994
70340,Haryana,ROHTAK,2002,Kharif     ,Cotton(lint),13675.0,17000.0,1.243144424131627
70341,Haryana,ROHTAK,2002,Kharif     ,Jowar,24295.0,5000.0,0.20580366330520683
70345,Haryana,ROHTAK,2002,Kharif     ,Rice,7412.0,8000.0,1.0793308148947653
70348,Haryana,ROHTAK,2002,Rabi       ,Barley,1349.0,2000.0,1.4825796886582654
70349,Haryana,ROHTAK,2002,Rabi       ,Gram,2254.0,2000.0,0.8873114463176575
70351,Haryana,ROHTAK,2002,Rabi       ,Rapeseed &Mustard,16427.0,18000.0,1.0957569854507823
70352,Haryana,ROHTAK,2002,Rabi       ,Wheat,88669.0,353000.0,3.9810982417755922
70359,Haryana,ROHTAK,2003,Kharif     ,Arhar/Tur,8565.0,10900.0,1.2726211325160537
70360,Haryana,ROHTAK,2003,Kharif     ,Bajra,16080.0,30000.0,1.8656716417910448
70361,Haryana,ROHTAK,2003,Kharif     ,Cotton(lint),11472.0,20000.0,1.7433751743375174
70362,Haryana,ROHTAK,2003,Kharif     ,Jowar,25371.0,6000.0,0.23649048125812935
70365,Haryana,ROHTAK,2003,Kharif     ,Rice,13859.0,21000.0,1.5152608413305433
70368,Haryana,ROHTAK,2003,Rabi       ,Barley,1628.0,5000.0,3.0712530712530715
70369,Haryana,ROHTAK,2003,Rabi       ,Gram,1937.0,2000.0,1.0325245224574084
70371,Haryana,ROHTAK,2003,Rabi       ,Rapeseed &Mustard,19576.0,31000.0,1.5835717204740498
70373,Haryana,ROHTAK,2003,Rabi       ,Wheat,88426.0,337000.0,3.811096283898401
70380,Haryana,ROHTAK,2004,Kharif     ,Arhar/Tur,10467.0,11500.0,1.0986911244864814
70381,Haryana,ROHTAK,2004,Kharif     ,Bajra,13946.0,25000.0,1.7926287107414312
70382,Haryana,ROHTAK,2004,Kharif     ,Cotton(lint),13053.0,23000.0,1.762047038994867
70383,Haryana,ROHTAK,2004,Kharif     ,Jowar,24520.0,7000.0,0.28548123980424145
70386,Haryana,ROHTAK,2004,Kharif     ,Rice,15014.0,26000.0,1.7317170640735313
70389,Haryana,ROHTAK,2004,Rabi       ,Barley,1125.0,2000.0,1.7777777777777777
70390,Haryana,ROHTAK,2004,Rabi       ,Gram,1353.0,1000.0,0.7390983000739099
70392,Haryana,ROHTAK,2004,Rabi       ,Rapeseed &Mustard,26922.0,30000.0,1.114330287497214
70393,Haryana,ROHTAK,2004,Rabi       ,Wheat,87386.0,320000.0,3.661913807703751
70398,Haryana,ROHTAK,2005,Kharif     ,Arhar/Tur,10838.0,4600.0,0.42443255213138953
70399,Haryana,ROHTAK,2005,Kharif     ,Bajra,14335.0,20000.0,1.3951866062085805
70400,Haryana,ROHTAK,2005,Kharif     ,Cotton(lint),12854.0,23000.0,1.789326279757274
70401,Haryana,ROHTAK,2005,Kharif     ,Jowar,23584.0,7000.0,0.2968113975576662
70404,Haryana,ROHTAK,2005,Kharif     ,Rice,18006.0,36000.0,1.9993335554815062
70406,Haryana,ROHTAK,2005,Rabi       ,Barley,930.0,2000.0,2.150537634408602
70407,Haryana,ROHTAK,2005,Rabi       ,Gram,1548.0,2000.0,1.2919896640826873
70409,Haryana,ROHTAK,2005,Rabi       ,Rapeseed &Mustard,28705.0,27100.0,0.9440863960982407
70410,Haryana,ROHTAK,2005,Rabi       ,Wheat,87898.0,303000.0,3.4471774101799815
70413,Haryana,ROHTAK,2006,Kharif     ,Arhar/Tur,10798.0,11900.0,1.102055936284497
70414,Haryana,ROHTAK,2006,Kharif     ,Bajra,17392.0,36000.0,2.0699172033118676
70415,Haryana,ROHTAK,2006,Kharif     ,Cotton(lint),8702.0,22000.0,2.528154447253505
70416,Haryana,ROHTAK,2006,Kharif     ,Jowar,23524.0,7000.0,0.2975684407413705
70419,Haryana,ROHTAK,2006,Kharif     ,Rice,20185.0,37000.0,1.833044339856329
70422,Haryana,ROHTAK,2006,Rabi       ,Barley,1035.0,2000.0,1.932367149758454
70423,Haryana,ROHTAK,2006,Rabi       ,Gram,982.0,1000.0,1.0183299389002036
70424,Haryana,ROHTAK,2006,Rabi       ,Rapeseed &Mustard,19448.0,27000.0,1.388317564788153
70425,Haryana,ROHTAK,2006,Rabi       ,Wheat,94720.0,376000.0,3.9695945945945947
70429,Haryana,ROHTAK,2007,Kharif     ,Arhar/Tur,9239.0,10100.0,1.0931919038857019
70430,Haryana,ROHTAK,2007,Kharif     ,Bajra,19137.0,43000.0,2.2469561582275173
70431,Haryana,ROHTAK,2007,Kharif     ,Cotton(lint),7762.0,21000.0,2.7054882762174697
70432,Haryana,ROHTAK,2007,Kharif     ,Jowar,23208.0,10000.0,0.43088590141330574
70436,Haryana,ROHTAK,2007,Kharif     ,Rice,23167.0,52000.0,2.244572020546467
70439,Haryana,ROHTAK,2007,Rabi       ,Barley,822.0,3000.0,3.6496350364963503
70440,Haryana,ROHTAK,2007,Rabi       ,Gram,636.0,1000.0,1.5723270440251573
70441,Haryana,ROHTAK,2007,Rabi       ,Rapeseed &Mustard,13512.0,14000.0,1.0361160449970397
70442,Haryana,ROHTAK,2007,Rabi       ,Wheat,98690.0,347000.0,3.516060391123721
70446,Haryana,ROHTAK,2008,Kharif     ,Arhar/Tur,10748.0,11800.0,1.0978786751023446
70447,Haryana,ROHTAK,2008,Kharif     ,Bajra,20723.0,37000.0,1.785455773777928
70448,Haryana,ROHTAK,2008,Kharif     ,Cotton(lint),6527.0,16000.0,2.4513559062356367
70449,Haryana,ROHTAK,2008,Kharif     ,Jowar,20884.0,10000.0,0.4788354721317755
70450,Haryana,ROHTAK,2008,Kharif     ,Maize,65.0,200.0,3.076923076923077
70451,Haryana,ROHTAK,2008,Kharif     ,Rice,38439.0,48000.0,1.2487317568094904
70454,Haryana,ROHTAK,2008,Rabi       ,Barley,1317.0,2000.0,1.5186028853454823
70455,Haryana,ROHTAK,2008,Rabi       ,Gram,895.0,1000.0,1.1173184357541899
70456,Haryana,ROHTAK,2008,Rabi       ,Rapeseed &Mustard,13649.0,21000.0,1.538574254524141
70457,Haryana,ROHTAK,2008,Rabi       ,Wheat,103232.0,448000.0,4.3397396156230625
70461,Haryana,ROHTAK,2009,Kharif     ,Arhar/Tur,5945.0,6800.0,1.1438183347350714
70462,Haryana,ROHTAK,2009,Kharif     ,Bajra,20053.0,31000.0,1.5459033561063182
70463,Haryana,ROHTAK,2009,Kharif     ,Cotton(lint),7836.0,17000.0,2.169474221541603
70464,Haryana,ROHTAK,2009,Kharif     ,Jowar,21024.0,100.0,0.004756468797564688
70465,Haryana,ROHTAK,2009,Kharif     ,Maize,980.0,2000.0,2.0408163265306123
70467,Haryana,ROHTAK,2009,Kharif     ,Rice,35056.0,50000.0,1.42628936558649
70469,Haryana,ROHTAK,2009,Rabi       ,Barley,1429.0,3000.0,2.099370188943317
70470,Haryana,ROHTAK,2009,Rabi       ,Gram,934.0,1000.0,1.0706638115631693
70472,Haryana,ROHTAK,2009,Rabi       ,Wheat,103726.0,422000.0,4.068411005919442
70476,Haryana,ROHTAK,2010,Kharif     ,Arhar/Tur,6953.0,8000.0,1.1505824823817057
70477,Haryana,ROHTAK,2010,Kharif     ,Bajra,22753.0,32000.0,1.406407946204896
70478,Haryana,ROHTAK,2010,Kharif     ,Cotton(lint),7197.0,13000.0,1.8063081839655413
70479,Haryana,ROHTAK,2010,Kharif     ,Jowar,19997.0,10000.0,0.5000750112516877
70480,Haryana,ROHTAK,2010,Kharif     ,Maize,700.0,2000.0,2.857142857142857
70482,Haryana,ROHTAK,2010,Kharif     ,Rice,39340.0,59000.0,1.4997458057956279
70485,Haryana,ROHTAK,2010,Rabi       ,Barley,1497.0,3000.0,2.004008016032064
70486,Haryana,ROHTAK,2010,Rabi       ,Gram,1036.0,1000.0,0.9652509652509652
70488,Haryana,ROHTAK,2010,Rabi       ,Rapeseed &Mustard,13706.0,22000.0,1.6051364365971108
70489,Haryana,ROHTAK,2010,Rabi       ,Wheat,101635.0,464000.0,4.565356422492251
70493,Haryana,ROHTAK,2011,Kharif     ,Arhar/Tur,4670.0,5400.0,1.1563169164882228
70494,Haryana,ROHTAK,2011,Kharif     ,Bajra,20281.0,39000.0,1.9229821014742863
70495,Haryana,ROHTAK,2011,Kharif     ,Cotton(lint),9869.0,37000.0,3.7491133853480596
70496,Haryana,ROHTAK,2011,Kharif     ,Jowar,19549.0,10000.0,0.5115351168857742
70498,Haryana,ROHTAK,2011,Kharif     ,Maize,688.0,3000.0,4.3604651162790695
70500,Haryana,ROHTAK,2011,Kharif     ,Rice,39260.0,84000.0,2.139582272032603
70504,Haryana,ROHTAK,2011,Rabi       ,Barley,1586.0,6000.0,3.7831021437578816
70505,Haryana,ROHTAK,2011,Rabi       ,Gram,863.0,1000.0,1.1587485515643106
70506,Haryana,ROHTAK,2011,Rabi       ,Rapeseed &Mustard,13055.0,20000.0,1.5319800842589046
70507,Haryana,ROHTAK,2011,Rabi       ,Wheat,102483.0,512000.0,4.995950547895749
70510,Haryana,ROHTAK,2012,Kharif     ,Arhar/Tur,3252.0,3361.0,1.0335178351783518
70511,Haryana,ROHTAK,2012,Kharif     ,Bajra,16545.0,29000.0,1.7527954064672107
70512,Haryana,ROHTAK,2012,Kharif     ,Cotton(lint),10757.0,35000.0,3.2536952681974527
70513,Haryana,ROHTAK,2012,Kharif     ,Jowar,17781.0,8500.0,0.4780383555480569
70514,Haryana,ROHTAK,2012,Kharif     ,Maize,839.0,3000.0,3.575685339690107
70515,Haryana,ROHTAK,2012,Kharif     ,Moong(Green Gram),40.0,17.0,0.425
70516,Haryana,ROHTAK,2012,Kharif     ,Rice,36432.0,55000.0,1.5096618357487923
70518,Haryana,ROHTAK,2012,Kharif     ,Sesamum,37.0,11.0,0.2972972972972973
70519,Haryana,ROHTAK,2012,Rabi       ,Barley,3435.0,11000.0,3.2023289665211063
70520,Haryana,ROHTAK,2012,Rabi       ,Gram,575.0,1000.0,1.7391304347826086
70521,Haryana,ROHTAK,2012,Rabi       ,Rapeseed &Mustard,13631.0,20000.0,1.4672437825544715
70522,Haryana,ROHTAK,2012,Rabi       ,Wheat,104032.0,389000.0,3.739234081820978
70526,Haryana,SIRSA,1997,Kharif     ,Bajra,4000.0,4000.0,1.0
70528,Haryana,SIRSA,1997,Kharif     ,Rice,32000.0,107000.0,3.34375
70529,Haryana,SIRSA,1997,Rabi       ,Barley,10000.0,35000.0,3.5
